Códigos de gasto con cantidad física;Cantidades medias consumidas;Periodo;Total
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por persona;2008;..
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por persona;2007;..
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por persona;2006;..
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por unidad de consumo;2023;222,9
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por unidad de consumo;2022;226,2
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por unidad de consumo;2021;235,9
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por unidad de consumo;2020;255,6
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por unidad de consumo;2019;236,2
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por unidad de consumo;2018;248,1
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por unidad de consumo;2017;270,7
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por unidad de consumo;2016;290,5
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por unidad de consumo;2015;..
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por unidad de consumo;2014;..
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por unidad de consumo;2013;..
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por unidad de consumo;2012;..
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por unidad de consumo;2011;..
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por unidad de consumo;2010;..
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por unidad de consumo;2009;..
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por unidad de consumo;2008;..
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por unidad de consumo;2007;..
01.2.1.3 T Té e infusiones (GR);Cantidad consumida media por unidad de consumo;2006;..
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida total (miles de unidades);2023;95.236
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida total (miles de unidades);2022;115.479
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida total (miles de unidades);2021;115.984
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida total (miles de unidades);2020;108.180
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida total (miles de unidades);2019;121.619
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida total (miles de unidades);2018;135.239
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida total (miles de unidades);2017;130.136
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida total (miles de unidades);2016;121.827
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida total (miles de unidades);2015;57.254
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida total (miles de unidades);2014;60.406
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida total (miles de unidades);2013;71.422
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida total (miles de unidades);2012;57.911
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida total (miles de unidades);2011;59.229
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida total (miles de unidades);2010;57.694
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida total (miles de unidades);2009;61.150
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida total (miles de unidades);2008;68.768
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida total (miles de unidades);2007;60.786
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida total (miles de unidades);2006;58.308
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por hogar;2023;4,9
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por hogar;2022;6,1
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por hogar;2021;6,1
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por hogar;2020;5,7
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por hogar;2019;6,5
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por hogar;2018;7,3
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por hogar;2017;7
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por hogar;2016;6,6
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por hogar;2015;3,1
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por hogar;2014;3,3
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por hogar;2013;3,9
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por hogar;2012;3,2
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por hogar;2011;3,3
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por hogar;2010;3,3
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por hogar;2009;3,5
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por hogar;2008;4
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por hogar;2007;3,7
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por hogar;2006;3,6
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por persona;2023;2
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por persona;2022;2,5
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por persona;2021;2,5
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por persona;2020;2,3
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por persona;2019;2,6
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por persona;2018;2,9
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por persona;2017;2,8
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por persona;2016;2,6
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por persona;2015;1,2
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por persona;2014;1,3
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por persona;2013;1,5
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por persona;2012;1,3
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por persona;2011;1,3
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por persona;2010;1,3
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por persona;2009;1,3
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por persona;2008;1,5
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por persona;2007;1,4
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por persona;2006;1,3
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por unidad de consumo;2023;2,9
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por unidad de consumo;2022;3,6
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por unidad de consumo;2021;3,7
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por unidad de consumo;2020;3,4
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por unidad de consumo;2019;3,9
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por unidad de consumo;2018;4,3
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por unidad de consumo;2017;4,2
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por unidad de consumo;2016;3,9
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por unidad de consumo;2015;1,9
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por unidad de consumo;2014;2
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por unidad de consumo;2013;2,3
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por unidad de consumo;2012;1,9
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por unidad de consumo;2011;1,9
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por unidad de consumo;2010;1,9
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por unidad de consumo;2009;2
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por unidad de consumo;2008;2,3
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por unidad de consumo;2007;2,1
01.2.1.4 T Bebidas de cacao y chocolate en polvo (K);Cantidad consumida media por unidad de consumo;2006;2
01.2.2.1 T Agua mineral (L);Cantidad consumida total (miles de unidades);2023;5.200.913
01.2.2.1 T Agua mineral (L);Cantidad consumida total (miles de unidades);2022;5.116.483
01.2.2.1 T Agua mineral (L);Cantidad consumida total (miles de unidades);2021;4.616.923
01.2.2.1 T Agua mineral (L);Cantidad consumida total (miles de unidades);2020;4.441.919
01.2.2.1 T Agua mineral (L);Cantidad consumida total (miles de unidades);2019;4.217.993
01.2.2.1 T Agua mineral (L);Cantidad consumida total (miles de unidades);2018;4.403.133
01.2.2.1 T Agua mineral (L);Cantidad consumida total (miles de unidades);2017;4.153.325
01.2.2.1 T Agua mineral (L);Cantidad consumida total (miles de unidades);2016;3.987.850
01.2.2.1 T Agua mineral (L);Cantidad consumida total (miles de unidades);2015;3.940.398
01.2.2.1 T Agua mineral (L);Cantidad consumida total (miles de unidades);2014;3.720.798
01.2.2.1 T Agua mineral (L);Cantidad consumida total (miles de unidades);2013;3.609.911
01.2.2.1 T Agua mineral (L);Cantidad consumida total (miles de unidades);2012;3.803.569
01.2.2.1 T Agua mineral (L);Cantidad consumida total (miles de unidades);2011;3.815.129
01.2.2.1 T Agua mineral (L);Cantidad consumida total (miles de unidades);2010;3.762.098
01.2.2.1 T Agua mineral (L);Cantidad consumida total (miles de unidades);2009;3.892.187
01.2.2.1 T Agua mineral (L);Cantidad consumida total (miles de unidades);2008;3.861.814
01.2.2.1 T Agua mineral (L);Cantidad consumida total (miles de unidades);2007;3.634.598
01.2.2.1 T Agua mineral (L);Cantidad consumida total (miles de unidades);2006;3.137.029
01.2.2.1 T Agua mineral (L);Cantidad consumida media por hogar;2023;269,3
01.2.2.1 T Agua mineral (L);Cantidad consumida media por hogar;2022;268,8
01.2.2.1 T Agua mineral (L);Cantidad consumida media por hogar;2021;244,7
01.2.2.1 T Agua mineral (L);Cantidad consumida media por hogar;2020;235,7
01.2.2.1 T Agua mineral (L);Cantidad consumida media por hogar;2019;225,1
01.2.2.1 T Agua mineral (L);Cantidad consumida media por hogar;2018;236,4
01.2.2.1 T Agua mineral (L);Cantidad consumida media por hogar;2017;224,4
01.2.2.1 T Agua mineral (L);Cantidad consumida media por hogar;2016;216,2
01.2.2.1 T Agua mineral (L);Cantidad consumida media por hogar;2015;214,5
01.2.2.1 T Agua mineral (L);Cantidad consumida media por hogar;2014;203,3
01.2.2.1 T Agua mineral (L);Cantidad consumida media por hogar;2013;198,2
01.2.2.1 T Agua mineral (L);Cantidad consumida media por hogar;2012;210,2
01.2.2.1 T Agua mineral (L);Cantidad consumida media por hogar;2011;213,2
01.2.2.1 T Agua mineral (L);Cantidad consumida media por hogar;2010;213,2
01.2.2.1 T Agua mineral (L);Cantidad consumida media por hogar;2009;223,9
01.2.2.1 T Agua mineral (L);Cantidad consumida media por hogar;2008;226,3
01.2.2.1 T Agua mineral (L);Cantidad consumida media por hogar;2007;218,4
01.2.2.1 T Agua mineral (L);Cantidad consumida media por hogar;2006;193,9
01.2.2.1 T Agua mineral (L);Cantidad consumida media por persona;2023;108,3
01.2.2.1 T Agua mineral (L);Cantidad consumida media por persona;2022;108,8
01.2.2.1 T Agua mineral (L);Cantidad consumida media por persona;2021;98,6
01.2.2.1 T Agua mineral (L);Cantidad consumida media por persona;2020;94,7
01.2.2.1 T Agua mineral (L);Cantidad consumida media por persona;2019;90,4
01.2.2.1 T Agua mineral (L);Cantidad consumida media por persona;2018;95,1
01.2.2.1 T Agua mineral (L);Cantidad consumida media por persona;2017;90,1
01.2.2.1 T Agua mineral (L);Cantidad consumida media por persona;2016;86,7
01.2.2.1 T Agua mineral (L);Cantidad consumida media por persona;2015;85,7
01.2.2.1 T Agua mineral (L);Cantidad consumida media por persona;2014;80,9
01.2.2.1 T Agua mineral (L);Cantidad consumida media por persona;2013;78,2
01.2.2.1 T Agua mineral (L);Cantidad consumida media por persona;2012;82,1
01.2.2.1 T Agua mineral (L);Cantidad consumida media por persona;2011;82,4
01.2.2.1 T Agua mineral (L);Cantidad consumida media por persona;2010;81,5
01.2.2.1 T Agua mineral (L);Cantidad consumida media por persona;2009;84,7
01.2.2.1 T Agua mineral (L);Cantidad consumida media por persona;2008;84,7
01.2.2.1 T Agua mineral (L);Cantidad consumida media por persona;2007;81
01.2.2.1 T Agua mineral (L);Cantidad consumida media por persona;2006;71,3
01.2.2.1 T Agua mineral (L);Cantidad consumida media por unidad de consumo;2023;159,8
01.2.2.1 T Agua mineral (L);Cantidad consumida media por unidad de consumo;2022;160,5
01.2.2.1 T Agua mineral (L);Cantidad consumida media por unidad de consumo;2021;145,7
01.2.2.1 T Agua mineral (L);Cantidad consumida media por unidad de consumo;2020;140,2
01.2.2.1 T Agua mineral (L);Cantidad consumida media por unidad de consumo;2019;134
01.2.2.1 T Agua mineral (L);Cantidad consumida media por unidad de consumo;2018;141
01.2.2.1 T Agua mineral (L);Cantidad consumida media por unidad de consumo;2017;133,7
01.2.2.1 T Agua mineral (L);Cantidad consumida media por unidad de consumo;2016;128,8
01.2.2.1 T Agua mineral (L);Cantidad consumida media por unidad de consumo;2015;127,4
01.2.2.1 T Agua mineral (L);Cantidad consumida media por unidad de consumo;2014;120,5
01.2.2.1 T Agua mineral (L);Cantidad consumida media por unidad de consumo;2013;116,8
01.2.2.1 T Agua mineral (L);Cantidad consumida media por unidad de consumo;2012;123
01.2.2.1 T Agua mineral (L);Cantidad consumida media por unidad de consumo;2011;123,8
01.2.2.1 T Agua mineral (L);Cantidad consumida media por unidad de consumo;2010;122,7
01.2.2.1 T Agua mineral (L);Cantidad consumida media por unidad de consumo;2009;127,8
01.2.2.1 T Agua mineral (L);Cantidad consumida media por unidad de consumo;2008;128,2
01.2.2.1 T Agua mineral (L);Cantidad consumida media por unidad de consumo;2007;122,9
01.2.2.1 T Agua mineral (L);Cantidad consumida media por unidad de consumo;2006;108,3
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida total (miles de unidades);2023;1.788.372
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida total (miles de unidades);2022;1.772.088
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida total (miles de unidades);2021;1.669.706
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida total (miles de unidades);2020;1.700.218
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida total (miles de unidades);2019;1.630.135
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida total (miles de unidades);2018;1.725.231
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida total (miles de unidades);2017;1.840.233
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida total (miles de unidades);2016;1.884.829
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida total (miles de unidades);2015;1.956.114
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida total (miles de unidades);2014;2.002.792
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida total (miles de unidades);2013;2.027.770
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida total (miles de unidades);2012;2.189.218
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida total (miles de unidades);2011;2.179.272
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida total (miles de unidades);2010;2.168.108
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida total (miles de unidades);2009;2.196.306
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida total (miles de unidades);2008;2.119.909
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida total (miles de unidades);2007;2.020.764
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida total (miles de unidades);2006;1.782.870
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por hogar;2023;92,6
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por hogar;2022;93,1
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por hogar;2021;88,5
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por hogar;2020;90,2
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por hogar;2019;87
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por hogar;2018;92,6
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por hogar;2017;99,4
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por hogar;2016;102,2
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por hogar;2015;106,5
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por hogar;2014;109,4
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por hogar;2013;111,3
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por hogar;2012;121
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por hogar;2011;121,8
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por hogar;2010;122,9
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por hogar;2009;126,3
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por hogar;2008;124,2
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por hogar;2007;121,4
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por hogar;2006;110,2
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por persona;2023;37,3
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por persona;2022;37,7
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por persona;2021;35,7
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por persona;2020;36,3
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por persona;2019;34,9
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por persona;2018;37,3
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por persona;2017;39,9
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por persona;2016;41
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por persona;2015;42,6
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por persona;2014;43,5
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por persona;2013;43,9
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por persona;2012;47,3
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por persona;2011;47,1
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por persona;2010;47
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por persona;2009;47,8
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por persona;2008;46,5
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por persona;2007;45
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por persona;2006;40,5
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por unidad de consumo;2023;55
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por unidad de consumo;2022;55,6
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por unidad de consumo;2021;52,7
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por unidad de consumo;2020;53,7
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por unidad de consumo;2019;51,8
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por unidad de consumo;2018;55,2
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por unidad de consumo;2017;59,3
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por unidad de consumo;2016;60,9
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por unidad de consumo;2015;63,3
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por unidad de consumo;2014;64,8
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por unidad de consumo;2013;65,6
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por unidad de consumo;2012;70,8
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por unidad de consumo;2011;70,7
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por unidad de consumo;2010;70,7
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por unidad de consumo;2009;72,1
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por unidad de consumo;2008;70,4
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por unidad de consumo;2007;68,3
01.2.2.2 T Bebidas refrescantes con o sin gas (L);Cantidad consumida media por unidad de consumo;2006;61,6
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida total (miles de unidades);2023;51.411
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida total (miles de unidades);2022;51.684
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida total (miles de unidades);2021;40.722
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida total (miles de unidades);2020;34.911
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida total (miles de unidades);2019;31.886
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida total (miles de unidades);2018;32.000
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida total (miles de unidades);2017;42.922
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida total (miles de unidades);2016;39.100
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida total (miles de unidades);2015;42.067
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida total (miles de unidades);2014;43.071
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida total (miles de unidades);2013;43.608
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida total (miles de unidades);2012;47.080
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida total (miles de unidades);2011;46.866
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida total (miles de unidades);2010;46.626
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida total (miles de unidades);2009;47.232
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida total (miles de unidades);2008;45.589
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida total (miles de unidades);2007;43.457
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida total (miles de unidades);2006;38.341
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por hogar;2023;2,7
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por hogar;2022;2,7
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por hogar;2021;2,2
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por hogar;2020;1,9
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por hogar;2019;1,7
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por hogar;2018;1,7
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por hogar;2017;2,3
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por hogar;2016;2,1
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por hogar;2015;2,3
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por hogar;2014;2,4
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por hogar;2013;2,4
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por hogar;2012;2,6
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por hogar;2011;2,6
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por hogar;2010;2,6
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por hogar;2009;2,7
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por hogar;2008;2,7
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por hogar;2007;2,6
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por hogar;2006;2,4
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por persona;2023;1,1
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por persona;2022;1,1
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por persona;2021;0,9
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por persona;2020;0,7
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por persona;2019;0,7
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por persona;2018;0,7
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por persona;2017;0,9
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por persona;2016;0,9
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por persona;2015;0,9
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por persona;2014;0,9
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por persona;2013;0,9
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por persona;2012;1
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por persona;2011;1
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por persona;2010;1
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por persona;2009;1
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por persona;2008;1
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por persona;2007;1
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por persona;2006;0,9
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por unidad de consumo;2023;1,6
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por unidad de consumo;2022;1,6
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por unidad de consumo;2021;1,3
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por unidad de consumo;2020;1,1
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por unidad de consumo;2019;1
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por unidad de consumo;2018;1
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por unidad de consumo;2017;1,4
01.2.2.3 T Bebidas energéticas (L);Cantidad consumida media por unidad de consumo;2016;1,3
